R1,R2,G1,G2,B1,B2,H1,H2,S1,S2,V1,V2,diff_R,diff_G,diff_B,diff_H,diff_S,diff_V,ratio_R,ratio_G,ratio_B,ratio_H,ratio_S,ratio_V,layer_count
220,225,94,115,44,38,0.0473484848484848,0.0686274509803921,0.7999999999999999,0.831111111111111,0.8627450980392157,0.8823529411764706,-5,-21,6,-0.021278966131907294,-0.03111111111111109,-0.019607843137254832,0.977777777734321,0.8173913042767487,1.1578947365373962,0.6899349644016843,0.9625668333380996,0.9777777666962965,4
215,223,94,110,41,40,0.0507662835249042,0.0637522768670309,0.8093023255813954,0.820627802690583,0.8431372549019608,0.8745098039215686,-8,-16,1,-0.012985993342126703,-0.011325477109187632,-0.03137254901960784,0.9641255604948822,0.8545454544677686,1.02499999974375,0.7963052938130392,0.9861989967509693,0.9641255495133625,4
216,223,95,111,38,39,0.0533707865168539,0.0652173913043478,0.8240740740740741,0.8251121076233183,0.8470588235294118,0.8745098039215686,-7,-16,-1,-0.011846604787493893,-0.001038033549244255,-0.027450980392156876,0.9686098654274166,0.8558558557787518,0.9743589741091387,0.8183519344444636,0.9987419363658914,0.96860985439482,4
208,217,83,105,39,39,0.0433925049309664,0.0617977528089887,0.8125,0.8202764976958525,0.8156862745098039,0.8509803921568627,-9,-22,0,-0.0184052478780223,-0.007776497695852536,-0.03529411764705881,0.9585253455779481,0.7904761904009071,0.9999999997435898,0.7021695116227542,0.9905196508459121,0.9585253343583428,4
218,223,94,112,40,40,0.050561797752809,0.0655737704918032,0.8165137614678899,0.820627802690583,0.8549019607843137,0.8745098039215686,-5,-18,0,-0.015011972738994198,-0.004114041222693099,-0.019607843137254943,0.9775784752924852,0.8392857142107781,0.99999999975,0.7710672981425754,0.9949867026695032,0.977578464157735,4
213,221,88,106,42,39,0.0448343079922027,0.0613553113553113,0.8028169014084507,0.8235294117647058,0.8352941176470589,0.8666666666666667,-8,-18,3,-0.016521003363108598,-0.0207125103562551,-0.03137254901960784,0.9638009049337646,0.8301886791669634,1.0769230766469429,0.7307321842968648,0.9748490827299513,0.963800893856596,4
214,224,93,112,40,40,0.0507662835249042,0.0652173913043478,0.8130841121495327,0.8214285714285714,0.8392156862745098,0.8784313725490196,-10,-19,0,-0.014451107779443598,-0.008344459279038707,-0.039215686274509776,0.9553571428144929,0.8303571427830039,0.99999999975,0.7784162280247099,0.9898415157839692,0.9553571319814255,4
171,176,57,68,7,3,0.0508130081300812,0.0626204238921002,0.95906432748538,0.9829545454545456,0.6705882352941176,0.6901960784313725,-5,-11,4,-0.011807415762018991,-0.023890217969165684,-0.019607843137254943,0.971590909035705,0.8382352939943772,2.3333333255555555,0.8114445233266175,0.975695490868224,0.9715908950138817,4
173,174,59,68,7,6,0.0522088353413654,0.0615079365079364,0.9595375722543352,0.9655172413793104,0.6784313725490196,0.6823529411764706,-1,-9,1,-0.009299101166570997,-0.005979669124975162,-0.0039215686274509665,0.9942528735060774,0.8676470586959343,1.1666666647222221,0.8488144752910727,0.99380676097042,0.9942528589922712,4
172,175,58,72,4,5,0.0535714285714285,0.0656862745098039,0.9767441860465116,0.9714285714285714,0.6745098039215687,0.6862745098039216,-3,-14,-1,-0.012114845938375397,0.0053156146179401675,-0.0117647058823529,0.9828571428009796,0.8055555554436729,0.7999999984,0.815564907822314,1.0054719458739036,0.9828571285355104,4
174,178,56,70,6,6,0.0496031746031745,0.0620155038759689,0.9655172413793104,0.9662921348314606,0.6823529411764706,0.6980392156862745,-4,-14,0,-0.012412329272794398,-0.0007748934521502049,-0.015686274509803866,0.9775280898327231,0.7999999998857144,0.9999999983333333,0.7998510615002064,0.9991980650403761,0.977528075883727,4
174,177,60,72,6,7,0.0535714285714285,0.0637254901960784,0.9655172413793104,0.96045197740113,0.6823529411764706,0.6941176470588235,-3,-12,-1,-0.0101540616246499,0.005065263978180412,-0.0117647058823529,0.9830508474020875,0.8333333332175926,0.8571428559183674,0.8406592087405104,1.0052738232047251,0.9830508332950304,4
170,173,56,64,6,5,0.0508130081300812,0.058531746031746,0.9647058823529412,0.9710982658959536,0.6666666666666666,0.6784313725490196,-3,-8,1,-0.007718737901664795,-0.006392383543012414,-0.01176470588235301,0.9826589594807711,0.8749999998632814,1.1999999976,0.8681271770237278,0.9934173567169453,0.9826589450532929,4
166,173,56,69,5,8,0.0527950310559006,0.0616161616161616,0.9698795180722892,0.953757225433526,0.6509803921568628,0.6784313725490196,-7,-13,-3,-0.008821130560260994,0.01612229263876319,-0.027450980392156876,0.9595375721988706,0.8115942027809284,0.6249999992187499,0.8568372502074235,1.016903968892498,0.9595375581108625,4
165,171,55,65,6,5,0.0513626834381551,0.0602409638554216,0.9636363636363636,0.9707602339181286,0.6470588235294118,0.6705882352941176,-6,-10,1,-0.008878280417266501,-0.007123870281764977,-0.0235294117647058,0.9649122806453267,0.8461538460236687,1.1999999976,0.8526204035383889,0.9926615450865478,0.9649122663127119,4
167,173,55,67,9,7,0.0485232067510548,0.0602409638554216,0.9461077844311376,0.9595375722543352,0.6549019607843137,0.6784313725490196,-6,-12,2,-0.011717757104366802,-0.013429787823197592,-0.02352941176470591,0.9653179190193457,0.8208955222655381,1.285714283877551,0.8054850983569845,0.9860038855469885,0.9653179048464701,4
165,171,55,66,6,8,0.0513626834381551,0.0593047034764826,0.9636363636363636,0.953216374269006,0.6470588235294118,0.6705882352941176,-6,-11,-2,-0.007942020038327495,0.010419989367357663,-0.0235294117647058,0.9649122806453267,0.8333333332070708,0.7499999990624999,0.8660809643490324,1.0109313892829783,0.9649122663127119,4
166,173,56,70,7,4,0.0513626834381551,0.0650887573964497,0.9578313253012049,0.9768786127167632,0.6509803921568628,0.6784313725490196,-7,-14,3,-0.013726073958294602,-0.01904728741555839,-0.027450980392156876,0.9595375721988706,0.7999999998857144,1.749999995625,0.7891174697672445,0.9805018791765688,0.9595375581108625,4
170,174,55,68,8,8,0.0483539094650205,0.0602409638554216,0.9529411764705882,0.9540229885057472,0.6666666666666666,0.6823529411764706,-4,-13,0,-0.011887054390401101,-0.0010818120351590021,-0.015686274509803977,0.9770114941967234,0.8088235292928202,0.9999999987499999,0.8026747638753307,0.9988660419750326,0.9770114799346017,4
169,173,58,67,5,5,0.0538617886178861,0.0615079365079364,0.970414201183432,0.9710982658959536,0.6627450980392157,0.6784313725490196,-4,-9,0,-0.007646147890050303,-0.0006840647125215815,-0.015686274509803977,0.976878612660296,0.8656716416618402,0.9999999980000001,0.8756882919337305,0.9992955659282883,0.9768785983176852,4
164,167,56,62,7,4,0.0520169851380042,0.0593047034764826,0.9573170731707316,0.9760479041916168,0.6431372549019608,0.6549019607843137,-3,-6,3,-0.007287718338478397,-0.01873083102088524,-0.0117647058823529,0.982035928084908,0.9032258063059313,1.749999995625,0.8771138428757714,0.9808095066353392,0.9820359131485534,4
166,173,56,67,7,9,0.0513626834381551,0.0589430894308943,0.9578313253012049,0.9479768786127168,0.6509803921568628,0.6784313725490196,-7,-11,-2,-0.007580405992739195,0.009854446688488006,-0.027450980392156876,0.9595375721988706,0.8358208953976387,0.7777777769135802,0.8713943435969704,1.010395228836126,0.9595375581108625,4
183,194,79,92,44,43,0.0419664268585132,0.054083885209713,0.7595628415300547,0.7783505154639174,0.7176470588235294,0.7607843137254902,-11,-13,1,-0.012117458351199803,-0.018787673933862714,-0.04313725490196074,0.9432989690235413,0.8586956520805766,1.0232558137155219,0.775950524565331,0.9758621812162781,0.9432989566731322,4
185,198,81,94,44,43,0.0437352245862884,0.0548387096774193,0.7621621621621623,0.7828282828282829,0.7254901960784313,0.7764705882352941,-13,-13,1,-0.011103485091130898,-0.020666120666120613,-0.050980392156862786,0.9343434342962452,0.8617021275679041,1.0232558137155219,0.7975245382013735,0.9736006850347017,0.9343434223102235,4
191,201,82,97,49,44,0.0387323943661971,0.0562632696390658,0.743455497382199,0.7810945273631842,0.7490196078431373,0.788235294117647,-10,-15,5,-0.0175308752728687,-0.03763902998098523,-0.039215686274509776,0.9502487561716294,0.8453608246551175,1.1136363633832644,0.6884133775113899,0.951812439876936,0.9502487441635109,4
191,203,81,99,46,46,0.0402298850574712,0.0562632696390658,0.7591623036649214,0.7733990147783251,0.7490196078431373,0.796078431372549,-12,-18,0,-0.016033384581594597,-0.014236711113403633,-0.04705882352941171,0.94088669946104,0.8181818180991736,0.9999999997826087,0.7150291507276091,0.9815920105181355,0.9408866876883692,4
196,207,87,102,48,44,0.0439189189189189,0.0593047034764826,0.7551020408163266,0.78743961352657,0.7686274509803922,0.8117647058823529,-11,-15,4,-0.015385784557563696,-0.0323375727102434,-0.04313725490196074,0.9468599033359004,0.8529411763869666,1.090909090661157,0.7405637148274063,0.9589332543802931,0.9468598917174265,4
197,205,85,105,48,46,0.0413870246085011,0.0618448637316561,0.7563451776649747,0.775609756097561,0.7725490196078432,0.803921568627451,-8,-20,2,-0.020457839123155,-0.019264578432586332,-0.03137254901960784,0.9609756097092207,0.8095238094467121,1.0434782606427222,0.6692070354622879,0.975162008944891,0.9609755978024986,4
198,209,91,104,47,46,0.0485651214128035,0.0593047034764826,0.7626262626262627,0.7799043062200957,0.7764705882352941,0.8196078431372549,-11,-13,1,-0.010739582063679094,-0.017278043593833003,-0.04313725490196074,0.9473684210073029,0.8749999999158654,1.0217391302126655,0.8189082884965306,0.9778459315655883,0.9473684094938304,4
202,210,90,104,50,42,0.043859649122807,0.0615079365079365,0.7524752475247525,0.8,0.792156862745098,0.8235294117647058,-8,-14,8,-0.017648287385129496,-0.04752475247524757,-0.03137254901960784,0.9619047618589569,0.8653846153014054,1.1904761901927436,0.7130728891615281,0.9405940476485148,0.9619047502244898,4
197,210,88,105,47,47,0.0455555555555555,0.0593047034764826,0.7614213197969543,0.7761904761904762,0.7725490196078432,0.8235294117647058,-13,-17,0,-0.013749147920927095,-0.014769156393521943,-0.050980392156862675,0.9380952380505668,0.8380952380154195,0.999999999787234,0.7681607900124271,0.9809722398608508,0.9380952267040817,4
198,209,89,105,48,44,0.0455555555555555,0.0616161616161616,0.7575757575757576,0.7894736842105262,0.7764705882352941,0.8196078431372549,-11,-16,4,-0.016060606060606095,-0.03189792663476865,-0.04313725490196074,0.9473684210073029,0.8476190475383221,1.090909090661157,0.7393441423031631,0.9595959474410777,0.9473684094938304,4
199,209,87,104,49,46,0.0422222222222222,0.0593047034764826,0.7537688442211056,0.7799043062200957,0.7803921568627451,0.8196078431372549,-10,-17,3,-0.017082481254260394,-0.026135461998990084,-0.039215686274509776,0.9521531100022893,0.8365384614580252,1.065217391072779,0.7119539029383475,0.9664888737561308,0.9521530984306679,4
200,211,86,106,49,49,0.0408388520971302,0.0586419753086419,0.755,0.7677725118483413,0.7843137254901961,0.8274509803921568,-11,-20,0,-0.0178031232115117,-0.012772511848341273,-0.04313725490196074,0.9478672985332764,0.8113207546404415,0.9999999997959184,0.6964097801632901,0.983364184722849,0.9478672871229309,4
194,206,84,100,49,48,0.0402298850574712,0.0548523206751054,0.7474226804123711,0.7669902912621359,0.7607843137254902,0.807843137254902,-12,-16,1,-0.014622435617634197,-0.01956761084976477,-0.04705882352941182,0.941747572769818,0.839999999916,1.0208333331206596,0.7334216169547275,0.9744877858069848,0.9417475611579791,4
187,199,76,95,46,44,0.0354609929078014,0.0548387096774193,0.7540106951871657,0.7788944723618091,0.7333333333333333,0.7803921568627451,-12,-19,2,-0.0193777167696179,-0.024883777174643407,-0.04705882352941182,0.9396984924150905,0.7999999999157895,1.0454545452169421,0.646641517460573,0.9680524284891717,0.939698480420949,4
183,195,75,93,46,44,0.035279805352798,0.054083885209713,0.7486338797814207,0.7743589743589743,0.7176470588235294,0.7647058823529411,-12,-18,2,-0.018804079856915006,-0.025725094577553564,-0.04705882352941171,0.9384615384134122,0.8064516128165107,1.0454545452169421,0.6523162804010101,0.9667788388884656,0.9384615261893493,4
221,227,98,119,57,55,0.0416666666666666,0.0620155038759689,0.7420814479638009,0.7577092511013216,0.8666666666666667,0.8901960784313725,-6,-21,2,-0.0203488372093023,-0.015627803137520657,-0.0235294117647058,0.9735682818954375,0.8235294116955018,1.0363636361752067,0.6718748916601737,0.979374921305824,0.9735682710017661,4
219,228,98,119,53,50,0.0451807228915662,0.0646067415730337,0.7579908675799086,0.780701754385965,0.8588235294117647,0.8941176470588236,-9,-21,3,-0.019426018681467497,-0.022710886806056374,-0.03529411764705892,0.9605263157473453,0.8235294116955018,1.059999999788,0.6993189069487941,0.970909638171602,0.9605263050467451,4
222,233,101,121,58,55,0.0436991869918699,0.0617977528089887,0.7387387387387387,0.7639484978540773,0.8705882352941177,0.9137254901960784,-11,-20,3,-0.0180985658171188,-0.025209759115338515,-0.04313725490196074,0.9527896995299232,0.8347107437326686,1.054545454353719,0.7071321841688692,0.9670006959158117,0.9527896891432888,4
225,230,103,120,56,57,0.0463510848126232,0.0606936416184971,0.7511111111111111,0.7521739130434782,0.8823529411764706,0.9019607843137256,-5,-17,-1,-0.014342556805873902,-0.0010628019323671856,-0.019607843137255054,0.9782608695226843,0.8583333332618056,0.9824561401785165,0.7636891763239562,0.9985870130566786,0.9782608587192816,4
226,235,105,128,58,58,0.0466269841269841,0.0659133709981167,0.7433628318584071,0.7531914893617021,0.8862745098039215,0.9215686274509804,-9,-23,0,-0.0192863868711326,-0.00982865750329498,-0.03529411764705892,0.9617021276186509,0.820312499935913,0.9999999998275861,0.707397851861314,0.9869506393637947,0.9617021172240833,4
229,238,109,129,59,60,0.0490196078431372,0.0646067415730337,0.7423580786026202,0.7478991596638654,0.8980392156862745,0.9333333333333332,-9,-20,-1,-0.0155871337298965,-0.00554108106124529,-0.0352941176470587,0.9621848739091519,0.8449612402445766,0.9833333331694444,0.7587381604803911,0.9925911255340266,0.9621848636404564,4
234,239,112,131,63,59,0.0477582846003898,0.0666666666666666,0.7307692307692307,0.7531380753138075,0.9176470588235294,0.9372549019607844,-5,-19,4,-0.018908382066276798,-0.02236884454457677,-0.019607843137255054,0.9790794978669841,0.8549618319958043,1.067796609988509,0.7163741615497236,0.970299132415729,0.979079487461704,4
233,241,111,133,60,60,0.0491329479768786,0.0672191528545119,0.7424892703862661,0.7510373443983401,0.9137254901960784,0.9450980392156862,-8,-22,0,-0.018086204877633294,-0.008548074012074025,-0.03137254901960784,0.9668049792129956,0.8345864661026626,0.9999999998333333,0.7309366241769656,0.9886182971299451,0.9668049690234328,4
233,238,111,129,64,60,0.0463510848126232,0.0646067415730337,0.7253218884120172,0.7478991596638654,0.9137254901960784,0.9333333333333332,-5,-18,4,-0.0182556567604105,-0.022577271251848274,-0.019607843137254832,0.9789915965975213,0.860465116212367,1.0666666664888889,0.7174340712708074,0.9698123996286887,0.9789915861494599,4
233,241,111,133,64,61,0.0463510848126232,0.0666666666666666,0.7253218884120172,0.7468879668049792,0.9137254901960784,0.9450980392156862,-8,-22,3,-0.020315581854043398,-0.021566078392961985,-0.03137254901960784,0.9668049792129956,0.8345864661026626,1.0491803276968557,0.6952661678994236,0.9711254042604662,0.9668049690234328,4
232,239,111,130,64,61,0.0466269841269841,0.0646067415730337,0.7241379310344828,0.7447698744769874,0.9098039215686274,0.9372549019607844,-7,-19,3,-0.0179797574460496,-0.02063194344250463,-0.027450980392156987,0.9707112970305142,0.8538461537804733,1.0491803276968557,0.7217045121712296,0.9722975460306194,0.9707112867141681,4
232,239,112,131,62,58,0.0490196078431372,0.0672191528545119,0.7327586206896551,0.7573221757322176,0.9098039215686274,0.9372549019607844,-7,-19,4,-0.018199545011374697,-0.024563555042562468,-0.027450980392156987,0.9707112970305142,0.8549618319958043,1.0689655170570749,0.7292504958628312,0.9675652377477715,0.9707112867141681,4
232,239,110,130,61,61,0.0477582846003898,0.0646067415730337,0.7370689655172413,0.7447698744769874,0.9098039215686274,0.9372549019607844,-7,-20,0,-0.0168484569726439,-0.007700908959746067,-0.027450980392156987,0.9707112970305142,0.8461538460887573,0.9999999998360656,0.7392150733101353,0.9896600022097375,0.9707112867141681,4
223,231,102,122,59,57,0.0436991869918699,0.0622605363984674,0.7354260089686098,0.7532467532467533,0.8745098039215686,0.9058823529411764,-8,-20,2,-0.018561349406597503,-0.017820744278143508,-0.03137254901960773,0.9653679653261745,0.8360655737019619,1.0350877191166512,0.7018760598757866,0.9763414127379321,0.9653679547113062,4
218,226,100,119,54,49,0.0467479674796748,0.0659133709981167,0.7522935779816513,0.7831858407079646,0.8549019607843137,0.8862745098039215,-8,-19,5,-0.019165403518441898,-0.03089226272631329,-0.03137254901960784,0.9646017698688228,0.8403361343831651,1.1020408161016244,0.7092333418765229,0.9605556296779517,0.9646017590277235,4
224,229,100,121,48,46,0.0492424242424242,0.0683060109289617,0.7857142857142857,0.7991266375545851,0.8784313725490196,0.8980392156862745,-5,-21,2,-0.0190635866865375,-0.01341235184029943,-0.019607843137254943,0.9781659388219142,0.8264462809234342,1.0434782606427222,0.7209089853680154,0.9832162250109632,0.978165927972388,4
229,232,106,122,49,47,0.0527777777777777,0.0675675675675675,0.7860262008733625,0.7974137931034483,0.8980392156862745,0.9098039215686274,-3,-16,2,-0.0147897897897898,-0.011387592230085786,-0.0117647058823529,0.9870689654746952,0.868852458945176,1.0425531912675419,0.7811109955066835,0.9857193314364932,0.987068954667992,4
227,233,103,121,49,49,0.050561797752809,0.0652173913043478,0.7841409691629956,0.7896995708154506,0.8901960784313725,0.9137254901960784,-6,-18,0,-0.014655593551538795,-0.005558601652455031,-0.02352941176470591,0.9742489269968133,0.8512396693511373,0.9999999997959184,0.7752807800000189,0.9929611059857532,0.9742489163762457,4
224,233,98,126,48,46,0.0473484848484848,0.071301247771836,0.7857142857142857,0.8025751072961373,0.8784313725490196,0.9137254901960784,-9,-28,2,-0.023952762923351197,-0.016860821581851648,-0.03529411764705881,0.9613733905166792,0.7777777777160494,1.0434782606427222,0.6640624068652469,0.9789915844405249,0.9613733800364715,4
229,239,108,128,51,49,0.0533707865168539,0.069298245614035,0.7772925764192139,0.7949790794979079,0.8980392156862745,0.9372549019607844,-10,-20,2,-0.015927459097181094,-0.017686503078694016,-0.03921568627450989,0.9581589957758092,0.843749999934082,1.0408163263182006,0.7701606056883877,0.9777522285650753,0.9581589855928643,4
235,241,113,132,46,50,0.0590828924162257,0.0715532286212914,0.8042553191489361,0.7925311203319503,0.9215686274509804,0.9450980392156862,-6,-19,-4,-0.012470336205065706,0.011724198816985831,-0.0235294117647058,0.9751037343993733,0.856060605995753,0.919999999816,0.8257193322713555,1.0147933480065006,0.9751037241223465,4
233,242,111,133,48,48,0.0567567567567567,0.0730240549828178,0.7939914163090128,0.8016528925619835,0.9137254901960784,0.9490196078431372,-9,-22,0,-0.016267298226061107,-0.007661476252970645,-0.03529411764705881,0.9628099173155863,0.8345864661026626,0.9999999997916666,0.7772335978572444,0.9904428884015943,0.9628099072100609,4
231,240,106,130,48,45,0.052823315118397,0.0726495726495726,0.7922077922077922,0.8125,0.9058823529411764,0.9411764705882352,-9,-24,3,-0.019826257531175596,-0.02029220779220775,-0.03529411764705881,0.9624999999598958,0.8153846153218934,1.0666666664296296,0.7270972962527785,0.9750249630246678,0.9624999897734375,4
224,234,99,124,45,47,0.0502793296089385,0.0686274509803921,0.7991071428571428,0.7991452991452991,0.8784313725490196,0.9176470588235294,-10,-25,-2,-0.018348121371453592,-3.815628815628802e-05,-0.039215686274509776,0.9572649572240485,0.7983870967098076,0.9574468083069262,0.7326415532596211,0.9999522411159528,0.9572649468332238,4
217,226,95,113,46,43,0.0477582846003898,0.0637522768670309,0.7880184331797234,0.8097345132743362,0.8509803921568627,0.8862745098039215,-9,-18,3,-0.015993992266641104,-0.02171608009461279,-0.03529411764705881,0.9601769911079567,0.8407079645273711,1.069767441611682,0.7491226895122989,0.9731812224001527,0.9601769803165872,4
211,222,89,111,48,42,0.041922290388548,0.0638888888888889,0.7725118483412322,0.8108108108108109,0.8274509803921568,0.8705882352941177,-11,-22,6,-0.021966598500340898,-0.038298962469578646,-0.04313725490196085,0.9504504504076373,0.8018018017295675,1.142857142585034,0.6561748772890313,0.9527646012034229,0.9504504395331141,4
